X,Y,NUME,JUDET,JUDET AUTO,POPULATIE (in 2002),REGIUNE
26.17,47.87,Corpaci,Suceava,SV,128,Nord-Est
26.1,47.65,Valcelele,Suceava,SV,121,Nord-Est
26.57,47.53,Vercicani,Suceava,SV,121,Nord-Est
25.16,47.55,Valea Stanei,Suceava,SV,120,Nord-Est
25.94,47.61,Varfu Dealului,Suceava,SV,119,Nord-Est
25.31,47.54,Delnita,Suceava,SV,116,Nord-Est
25.74,47.24,Pietroasa,Suceava,SV,114,Nord-Est
25.34,47.59,Branistea,Suceava,SV,112,Nord-Est
25.43,47.19,Paltinis,Suceava,SV,108,Nord-Est
26.2,47.85,Rauteni,Suceava,SV,108,Nord-Est
25.29,47.56,Delut,Suceava,SV,105,Nord-Est
26.16,47.57,Vornicenii Mici,Suceava,SV,105,Nord-Est
26.02,47.73,Codru,Suceava,SV,89,Nord-Est
26.16,47.63,Trei Movile,Suceava,SV,88,Nord-Est
26.13,47.65,Florinta,Suceava,SV,87,Nord-Est
25.34,47.3,Todireni,Suceava,SV,77,Nord-Est
25.15,47.37,Romanesti,Suceava,SV,76,Nord-Est
25.41,47.8,Dubiusca,Suceava,SV,73,Nord-Est
25.47,47.18,Catrinari,Suceava,SV,61,Nord-Est
25.4,47.9,Norocu,Suceava,SV,60,Nord-Est
26.4,47.55,Manastioara,Suceava,SV,49,Nord-Est
25.27,47.57,Obcina,Suceava,SV,45,Nord-Est
25.34,47.52,Smida Ungurenilor,Suceava,SV,42,Nord-Est
26.52,47.33,Gara Leu,Suceava,SV,36,Nord-Est
24.96,47.6,Sesuri,Suceava,SV,35,Nord-Est
26,47.61,Varvata,Suceava,SV,24,Nord-Est
26.41,47.52,Vulturesti,Suceava,SV,22,Nord-Est
26.32,47.76,Artari,Suceava,SV,11,Nord-Est
25.37,47.56,Plai,Suceava,SV,9,Nord-Est
26.23,47.55,Groapa Vladichii,Suceava,SV,0,Nord-Est
25.9,47.32,Iesle,Suceava,SV,0,Nord-Est
26.28,47.51,Ses,Suceava,SV,0,Nord-Est
25.33,43.97,Alexandria,Teleorman,TR,58478,Sud - Muntenia
24.99,44.11,Rosiori de Vede,Teleorman,TR,37640,Sud - Muntenia
24.87,43.75,Turnu Magurele,Teleorman,TR,36966,Sud - Muntenia
25.37,43.66,Zimnicea,Teleorman,TR,17128,Sud - Muntenia
25.53,44.27,Videle,Teleorman,TR,12509,Sud - Muntenia
25.09,44.04,Peretu,Teleorman,TR,8430,Sud - Muntenia
25.15,44.02,Plosca,Teleorman,TR,6615,Sud - Muntenia
25.38,43.9,Tiganesti,Teleorman,TR,5944,Sud - Muntenia
24.76,43.73,Islaz,Teleorman,TR,5551,Sud - Muntenia
25.52,43.76,Bragadiru,Teleorman,TR,5286,Sud - Muntenia
24.92,44.13,Maldaeni,Teleorman,TR,5086,Sud - Muntenia
25.23,44.01,Buzescu,Teleorman,TR,4590,Sud - Muntenia
25.17,43.81,Piatra,Teleorman,TR,4308,Sud - Muntenia
25.6,44.1,Draganesti-Vlasca,Teleorman,TR,4300,Sud - Muntenia
24.89,44.28,Dobrotesti,Teleorman,TR,4085,Sud - Muntenia
25.64,43.71,Pietrosani,Teleorman,TR,3818,Sud - Muntenia
25.5,43.79,Contesti,Teleorman,TR,3808,Sud - Muntenia
25.46,43.84,Cervenia,Teleorman,TR,3714,Sud - Muntenia
24.82,43.8,Lita,Teleorman,TR,3683,Sud - Muntenia
25.36,43.94,Poroschia,Teleorman,TR,3619,Sud - Muntenia
25.02,44,Troianul,Teleorman,TR,3551,Sud - Muntenia
25.29,43.99,Nanov,Teleorman,TR,3537,Sud - Muntenia
25.25,43.74,Suhaia,Teleorman,TR,3383,Sud - Muntenia
25.32,44.14,Orbeasca de Sus,Teleorman,TR,3347,Sud - Muntenia
25.39,43.83,Izvoarele,Teleorman,TR,3220,Sud - Muntenia
25.4,43.88,Branceni,Teleorman,TR,3162,Sud - Muntenia
25.01,44.38,Silistea-Gumesti,Teleorman,TR,2959,Sud - Muntenia
25.24,44.04,Mavrodin,Teleorman,TR,2950,Sud - Muntenia
25.09,44.3,Ciolanestii din Deal,Teleorman,TR,2860,Sud - Muntenia
25.33,44.12,Orbeasca de Jos,Teleorman,TR,2834,Sud - Muntenia
24.77,43.84,Lunca,Teleorman,TR,2680,Sud - Muntenia
24.7,43.92,Slobozia Mandra,Teleorman,TR,2635,Sud - Muntenia
25.48,44.29,Blejesti,Teleorman,TR,2602,Sud - Muntenia
24.96,44.15,Scrioastea,Teleorman,TR,2572,Sud - Muntenia
25.33,44.08,Laceni,Teleorman,TR,2569,Sud - Muntenia
25,43.77,Traian,Teleorman,TR,2522,Sud - Muntenia
25.18,43.78,Viisoara,Teleorman,TR,2503,Sud - Muntenia
25.38,44.18,Frasinet,Teleorman,TR,2411,Sud - Muntenia
25.38,44.16,Babaita,Teleorman,TR,2379,Sud - Muntenia
25.29,43.72,Fantanele,Teleorman,TR,2328,Sud - Muntenia
25.44,43.85,Smardioasa,Teleorman,TR,2203,Sud - Muntenia
25,44.3,Zambreasca,Teleorman,TR,2195,Sud - Muntenia
25.29,44.18,Olteni,Teleorman,TR,2191,Sud - Muntenia
25.56,43.71,Bujoru,Teleorman,TR,2185,Sud - Muntenia
25.4,44.02,Magura,Teleorman,TR,2146,Sud - Muntenia
24.73,43.86,Saelele,Teleorman,TR,2134,Sud - Muntenia
25.56,44.17,Valea Ciresului,Teleorman,TR,2108,Sud - Muntenia
25.47,43.79,Frumoasa,Teleorman,TR,2106,Sud - Muntenia
25.2,44.03,Nenciulesti,Teleorman,TR,2104,Sud - Muntenia
25.46,43.89,Storobaneasa,Teleorman,TR,2066,Sud - Muntenia
25.18,44.38,Tatarastii de Jos,Teleorman,TR,2034,Sud - Muntenia
25.14,43.79,Lisa,Teleorman,TR,2020,Sud - Muntenia
25.56,44.14,Tarnava,Teleorman,TR,2019,Sud - Muntenia
24.8,44.02,Crangeni,Teleorman,TR,2004,Sud - Muntenia
25.46,43.87,Beiu,Teleorman,TR,1955,Sud - Muntenia
25.64,44.23,Merenii de Jos,Teleorman,TR,1939,Sud - Muntenia
25.51,44.2,Mosteni,Teleorman,TR,1937,Sud - Muntenia
25.05,43.76,Seaca,Teleorman,TR,1927,Sud - Muntenia
25.14,44.4,Udupu,Teleorman,TR,1904,Sud - Muntenia
25.24,44.09,Calinesti,Teleorman,TR,1840,Sud - Muntenia
25.46,43.67,Nasturelu,Teleorman,TR,1749,Sud - Muntenia
25.36,44.23,Galateni,Teleorman,TR,1737,Sud - Muntenia
24.84,43.83,Segarcea-Deal,Teleorman,TR,1716,Sud - Muntenia
25.46,43.91,Cernetu,Teleorman,TR,1701,Sud - Muntenia
25.05,43.85,Dracea,Teleorman,TR,1665,Sud - Muntenia
25.35,44.4,Poeni,Teleorman,TR,1652,Sud - Muntenia
25.1,44.19,Sfintesti,Teleorman,TR,1649,Sud - Muntenia
25.36,44.24,Bascoveni,Teleorman,TR,1641,Sud - Muntenia
25.55,44.15,Botoroaga,Teleorman,TR,1641,Sud - Muntenia
25.38,44.32,Ciuperceni,Teleorman,TR,1624,Sud - Muntenia
24.88,44.25,Merisani,Teleorman,TR,1567,Sud - Muntenia
25.36,44.37,Silistea,Teleorman,TR,1535,Sud - Muntenia
24.97,44.25,Beuca,Teleorman,TR,1529,Sud - Muntenia
24.97,43.9,Putineiu,Teleorman,TR,1527,Sud - Muntenia
25.2,44.19,Vartoapele de Sus,Teleorman,TR,1507,Sud - Muntenia
25.62,44.23,Merenii de Sus,Teleorman,TR,1505,Sud - Muntenia
25.22,44.28,Deparati,Teleorman,TR,1464,Sud - Muntenia
24.82,44.06,Bacalesti,Teleorman,TR,1430,Sud - Muntenia
24.67,44,Beciu,Teleorman,TR,1430,Sud - Muntenia
25.14,44.15,Radoiesti-Deal,Teleorman,TR,1421,Sud - Muntenia
25.45,44.44,Gratia,Teleorman,TR,1410,Sud - Muntenia
25.26,44.2,Perii Brosteni,Teleorman,TR,1400,Sud - Muntenia
24.92,43.94,Salcia,Teleorman,TR,1400,Sud - Muntenia
25.14,43.87,Furculesti,Teleorman,TR,1393,Sud - Muntenia
24.69,43.94,Brancoveanca,Teleorman,TR,1390,Sud - Muntenia
24.92,44.34,Balaci,Teleorman,TR,1364,Sud - Muntenia
25.12,44.41,Tatarastii de Sus,Teleorman,TR,1362,Sud - Muntenia
24.81,43.82,Segarcea-Vale,Teleorman,TR,1346,Sud - Muntenia
25.14,43.89,Spatarei,Teleorman,TR,1346,Sud - Muntenia
25.1,43.92,Bogdana,Teleorman,TR,1331,Sud - Muntenia
25.06,44.13,Draganesti de Vede,Teleorman,TR,1330,Sud - Muntenia
25.29,44.29,Talpa-Ograzile,Teleorman,TR,1326,Sud - Muntenia
25.2,44.18,Vartoapele de Jos,Teleorman,TR,1317,Sud - Muntenia
24.73,43.78,Moldoveni,Teleorman,TR,1312,Sud - Muntenia
24.94,43.76,Ciuperceni,Teleorman,TR,1288,Sud - Muntenia
24.95,43.94,Baneasa,Teleorman,TR,1285,Sud - Muntenia
25.43,44.43,Draghinesti,Teleorman,TR,1269,Sud - Muntenia
25.44,43.98,Purani,Teleorman,TR,1261,Sud - Muntenia
25.44,44.33,Baciu,Teleorman,TR,1260,Sud - Muntenia
25.41,43.66,Zimnicele,Teleorman,TR,1259,Sud - Muntenia
24.72,43.88,Uda-Paciurea,Teleorman,TR,1253,Sud - Muntenia
25.4,44.06,Guruieni,Teleorman,TR,1248,Sud - Muntenia
25.4,44.12,Merisani,Teleorman,TR,1248,Sud - Muntenia
25.07,43.85,Crangu,Teleorman,TR,1242,Sud - Muntenia
25.09,43.74,Navodari,Teleorman,TR,1241,Sud - Muntenia
25.46,43.96,Teleormanu,Teleorman,TR,1225,Sud - Muntenia
25.59,44.25,Crevenicu,Teleorman,TR,1220,Sud - Muntenia
25.36,43.92,Calomfiresti,Teleorman,TR,1218,Sud - Muntenia
24.98,43.92,Baduleasa,Teleorman,TR,1214,Sud - Muntenia
24.8,43.83,Olteanca,Teleorman,TR,1209,Sud - Muntenia
25.49,44.15,Calugaru,Teleorman,TR,1208,Sud - Muntenia
24.75,43.85,Pleasov,Teleorman,TR,1202,Sud - Muntenia
25.24,44.26,Trivalea-Mosteni,Teleorman,TR,1196,Sud - Muntenia
24.86,44.34,Tecuci,Teleorman,TR,1189,Sud - Muntenia
24.81,44.03,Calmatuiu de Sus,Teleorman,TR,1180,Sud - Muntenia
25.22,44.13,Copaceanca,Teleorman,TR,1171,Sud - Muntenia
25.39,44.3,Cosmesti,Teleorman,TR,1169,Sud - Muntenia
24.91,43.95,Tudor Vladimirescu,Teleorman,TR,1121,Sud - Muntenia
24.83,43.96,Nicolae Balcescu,Teleorman,TR,1112,Sud - Muntenia
24.71,43.89,Uda-Clocociov,Teleorman,TR,1102,Sud - Muntenia
24.85,44.2,Socetu,Teleorman,TR,1086,Sud - Muntenia
24.98,44.23,Dracsenei,Teleorman,TR,1079,Sud - Muntenia
25.56,44,Rasmiresti,Teleorman,TR,1071,Sud - Muntenia
24.68,43.98,Dudu,Teleorman,TR,1069,Sud - Muntenia
24.69,43.82,Prundu,Teleorman,TR,1060,Sud - Muntenia
25.47,43.92,Valea Parului,Teleorman,TR,1056,Sud - Muntenia
24.95,43.74,Poiana,Teleorman,TR,1041,Sud - Muntenia
24.89,44.18,Stejaru,Teleorman,TR,1032,Sud - Muntenia
24.95,44.18,Cucueti,Teleorman,TR,1010,Sud - Muntenia
25.19,44.23,Garagau,Teleorman,TR,1004,Sud - Muntenia
25.39,44.47,Sarbeni,Teleorman,TR,998,Sud - Muntenia
24.87,43.97,Calmatuiu,Teleorman,TR,992,Sud - Muntenia
25.1,44.3,Ciolanestii din Vale,Teleorman,TR,984,Sud - Muntenia
25.26,44.24,Bratasani,Teleorman,TR,983,Sud - Muntenia
24.97,44.17,Brebina,Teleorman,TR,976,Sud - Muntenia
25.15,44.25,Necsesti,Teleorman,TR,976,Sud - Muntenia
24.83,44.01,Balta Sarata,Teleorman,TR,973,Sud - Muntenia
24.68,43.96,Plopii-Slavitesti,Teleorman,TR,968,Sud - Muntenia
25.15,43.75,Vanatori,Teleorman,TR,947,Sud - Muntenia
25.15,44.15,Radoiesti-Vale,Teleorman,TR,944,Sud - Muntenia
25.4,44.37,Puranii de Sus,Teleorman,TR,942,Sud - Muntenia
25.05,44.25,Ciurari,Teleorman,TR,927,Sud - Muntenia
25.1,43.9,Ulmeni,Teleorman,TR,927,Sud - Muntenia
25.37,44.2,Clanita,Teleorman,TR,919,Sud - Muntenia
25.38,44.39,Butesti,Teleorman,TR,905,Sud - Muntenia
25.2,44.1,Licuriciu,Teleorman,TR,895,Sud - Muntenia
25.2,44.34,Slavesti,Teleorman,TR,846,Sud - Muntenia
25.14,43.84,Voievoda,Teleorman,TR,845,Sud - Muntenia
25.51,44.11,Comoara,Teleorman,TR,842,Sud - Muntenia
25.42,44.01,Vitanesti,Teleorman,TR,824,Sud - Muntenia
25.65,44.11,Bujoreni,Teleorman,TR,820,Sud - Muntenia
25.12,44.07,Albesti,Teleorman,TR,816,Sud - Muntenia
25.43,44.36,Purani,Teleorman,TR,801,Sud - Muntenia
25.47,43.94,Marzanesti,Teleorman,TR,792,Sud - Muntenia
25.46,43.81,Pauleasca,Teleorman,TR,786,Sud - Muntenia
25.47,43.99,Silistea,Teleorman,TR,775,Sud - Muntenia
25.05,43.95,Urluiu,Teleorman,TR,772,Sud - Muntenia
25.07,44.09,Vedea,Teleorman,TR,771,Sud - Muntenia
25.2,44.41,Negreni,Teleorman,TR,734,Sud - Muntenia
25.43,44.46,Udeni,Teleorman,TR,733,Sud - Muntenia
25.11,44.09,Dulceanca,Teleorman,TR,710,Sud - Muntenia
24.89,44.22,Didesti,Teleorman,TR,703,Sud - Muntenia
25.45,44.43,Ciurari-Deal,Teleorman,TR,666,Sud - Muntenia
25.17,44.04,Paru Rotund,Teleorman,TR,663,Sud - Muntenia
25.02,44.13,Vacaresti,Teleorman,TR,660,Sud - Muntenia
25.27,44.34,Scurtu Mare,Teleorman,TR,638,Sud - Muntenia
25.56,44.24,Radulesti,Teleorman,TR,630,Sud - Muntenia
25.44,43.83,Soimu,Teleorman,TR,628,Sud - Muntenia
24.99,44.21,Dracsani,Teleorman,TR,625,Sud - Muntenia
25.17,44.14,Cetatea,Teleorman,TR,608,Sud - Muntenia
24.85,43.96,Bujoru,Teleorman,TR,599,Sud - Muntenia
24.83,43.99,Dorobantu,Teleorman,TR,597,Sud - Muntenia
25.09,43.84,Secara,Teleorman,TR,593,Sud - Muntenia
25.03,44.12,Cosoteni,Teleorman,TR,586,Sud - Muntenia
25.05,44.1,Meri,Teleorman,TR,586,Sud - Muntenia
25.14,43.86,Mosteni,Teleorman,TR,584,Sud - Muntenia
24.89,44.22,Satu Nou,Teleorman,TR,581,Sud - Muntenia
25.12,44.27,Belciug,Teleorman,TR,579,Sud - Muntenia
25.32,44.27,Talpa-Bascoveni,Teleorman,TR,576,Sud - Muntenia
25.06,44.34,Baldovinesti,Teleorman,TR,572,Sud - Muntenia
25.48,43.99,Schitu Poienari,Teleorman,TR,560,Sud - Muntenia
25.24,44.37,Dracesti,Teleorman,TR,548,Sud - Muntenia
25.07,44.21,Butculesti,Teleorman,TR,547,Sud - Muntenia
25.68,44.12,Prunaru,Teleorman,TR,546,Sud - Muntenia
25.06,44.23,Saceni,Teleorman,TR,545,Sud - Muntenia
25.19,44.42,Negrenii de Sus,Teleorman,TR,544,Sud - Muntenia
24.67,44.02,Smardan,Teleorman,TR,538,Sud - Muntenia
24.88,43.96,Caravaneti,Teleorman,TR,519,Sud - Muntenia
24.82,44.04,Ionascu,Teleorman,TR,519,Sud - Muntenia
25.63,44.28,Cosoaia,Teleorman,TR,515,Sud - Muntenia
24.96,43.92,Carlomanu,Teleorman,TR,510,Sud - Muntenia
25.36,44.43,Preajba,Teleorman,TR,496,Sud - Muntenia
25.44,44.29,Sericu,Teleorman,TR,487,Sud - Muntenia
25.36,44.44,Vatasi,Teleorman,TR,483,Sud - Muntenia
25.32,44.42,Catunu,Teleorman,TR,475,Sud - Muntenia
25.21,44.32,Lada,Teleorman,TR,470,Sud - Muntenia
25.18,44.12,Antonesti,Teleorman,TR,468,Sud - Muntenia
25.01,44.2,Odobeasca,Teleorman,TR,453,Sud - Muntenia
25.31,44.36,Silistea Mica,Teleorman,TR,430,Sud - Muntenia
25.26,44.4,Albeni,Teleorman,TR,414,Sud - Muntenia
25.54,44.07,Vaceni,Teleorman,TR,410,Sud - Muntenia
25.33,44.26,Rotaresti,Teleorman,TR,407,Sud - Muntenia
25.41,44.46,Sarbenii de Jos,Teleorman,TR,406,Sud - Muntenia
25.02,43.89,Florica,Teleorman,TR,397,Sud - Muntenia
25.25,44.35,Scurtu-Slavesti,Teleorman,TR,383,Sud - Muntenia
25.13,44.26,Gardesti,Teleorman,TR,366,Sud - Muntenia
24.89,44.23,Insuratei,Teleorman,TR,355,Sud - Muntenia
25.07,44.13,Magura cu Liliac,Teleorman,TR,352,Sud - Muntenia
24.99,44.28,Plopi,Teleorman,TR,347,Sud - Muntenia
25,44.02,Vatra,Teleorman,TR,339,Sud - Muntenia
25.07,43.94,Brosteanca,Teleorman,TR,310,Sud - Muntenia
25.59,44.14,Tunari,Teleorman,TR,309,Sud - Muntenia
25.25,44.33,Negrilesti,Teleorman,TR,294,Sud - Muntenia
24.95,44.37,Burdeni,Teleorman,TR,284,Sud - Muntenia
25.28,44.33,Valea Postei,Teleorman,TR,271,Sud - Muntenia
25.31,44.28,Linia Costii,Teleorman,TR,263,Sud - Muntenia
25.38,44.2,Gradisteanca,Teleorman,TR,259,Sud - Muntenia
25.2,44.4,Negrenii-Osebiti,Teleorman,TR,240,Sud - Muntenia
24.87,44.16,Bratcovu,Teleorman,TR,233,Sud - Muntenia
25.58,44,Ludaneasca,Teleorman,TR,228,Sud - Muntenia
25.13,44.42,Dobreni,Teleorman,TR,225,Sud - Muntenia
24.78,44.03,Stejaru,Teleorman,TR,222,Sud - Muntenia
25.34,44.45,Banov,Teleorman,TR,212,Sud - Muntenia
24.65,44.02,Barsestii de Jos,Teleorman,TR,186,Sud - Muntenia
25.67,44.23,Stefeni,Teleorman,TR,178,Sud - Muntenia
25.03,44.19,Satul Vechi,Teleorman,TR,163,Sud - Muntenia
24.92,44.17,Gresia,Teleorman,TR,162,Sud - Muntenia
25.05,43.99,Dulceni,Teleorman,TR,160,Sud - Muntenia
25.02,43.88,Zlata,Teleorman,TR,150,Sud - Muntenia
25.31,44.43,Bratesti,Teleorman,TR,125,Sud - Muntenia
25.22,44.12,Marita,Teleorman,TR,122,Sud - Muntenia
25.29,44.31,Talpa Postei,Teleorman,TR,104,Sud - Muntenia
25.34,44.45,Tavarlau,Teleorman,TR,65,Sud - Muntenia
25.19,44.32,Obartu,Teleorman,TR,47,Sud - Muntenia
24.93,44.16,Viile,Teleorman,TR,8,Sud - Muntenia
25.63,44.13,Darvas,Teleorman,TR,0,Sud - Muntenia
21.23,45.76,Timisoara,Timis,TM,334115,Vest
21.91,45.69,Lugoj,Timis,TM,49742,Vest
20.62,46.07,Sannicolau Mare,Timis,TM,13083,Vest
20.72,45.79,Jimbolia,Timis,TM,11830,Vest
21.23,45.4,Deta,Timis,TM,6489,Vest
21.6,45.65,Buzias,Timis,TM,5682,Vest
21.51,45.8,Recas,Timis,TM,5085,Vest
20.88,46.04,Periam,Timis,TM,4589,Vest
20.48,46.04,Dudestii Vechi,Timis,TM,4450,Vest
21.32,45.84,Giarmata,Timis,TM,4228,Vest
22.18,45.86,Faget,Timis,TM,4085,Vest
21.43,45.43,Gataia,Timis,TM,4044,Vest
20.96,46.01,Varias,Timis,TM,4030,Vest
20.58,46.13,Cenad,Timis,TM,3991,Vest
20.91,45.79,Carpinis,Timis,TM,3679,Vest
21.22,45.56,Jebel,Timis,TM,3672,Vest
21.11,45.76,Sacalaz,Timis,TM,3567,Vest
20.77,45.97,Lovrin,Timis,TM,3562,Vest
21.3,45.77,Ghiroda,Timis,TM,3537,Vest
20.96,45.89,Biled,Timis,TM,3458,Vest
22.19,45.65,Nadrag,Timis,TM,3277,Vest
20.63,45.89,Comlosu Mare,Timis,TM,3230,Vest
21.32,45.58,Liebling,Timis,TM,3028,Vest
21.13,45.51,Ciacova,Timis,TM,2949,Vest
21.06,45.61,Peciu Nou,Timis,TM,2944,Vest
20.66,45.99,Tomnatic,Timis,TM,2927,Vest
21.04,45.94,Satchinez,Timis,TM,2670,Vest
21.17,45.65,Sag,Timis,TM,2586,Vest
21.17,45.86,Sanandrei,Timis,TM,2482,Vest
20.74,46.07,Saravale,Timis,TM,2457,Vest
21.25,45.8,Dumbravita,Timis,TM,2400,Vest
20.53,45.93,Teremia Mare,Timis,TM,2321,Vest
21.05,45.83,Becicherecu Mic,Timis,TM,2316,Vest
21.86,45.74,Costeiu,Timis,TM,2306,Vest
20.89,45.85,Iecea Mare,Timis,TM,2297,Vest
21.2,45.97,Ortisoara,Timis,TM,2283,Vest
21.1,45.84,Dudestii Noi,Timis,TM,2265,Vest
21.25,45.36,Denta,Timis,TM,2182,Vest
20.9,45.72,Cenei,Timis,TM,2160,Vest
20.89,45.93,Sandra,Timis,TM,2139,Vest
21.24,45.7,Giroc,Timis,TM,2122,Vest
20.82,46.05,Sanpetru Mare,Timis,TM,1998,Vest
20.84,46,Pesac,Timis,TM,1983,Vest
21.24,45.47,Voiteg,Timis,TM,1914,Vest
20.74,45.88,Grabat,Timis,TM,1883,Vest
21.14,45.47,Ghilad,Timis,TM,1842,Vest
21.21,45.7,Chisoda,Timis,TM,1829,Vest
20.84,45.75,Checea,Timis,TM,1812,Vest
20.71,45.94,Gottlob,Timis,TM,1769,Vest
20.82,45.92,Bulgarus,Timis,TM,1754,Vest
21.16,45.91,Carani,Timis,TM,1695,Vest
21.13,45.71,Utvin,Timis,TM,1672,Vest
21.14,45.39,Banloc,Timis,TM,1636,Vest
21.42,45.97,Fibis,Timis,TM,1630,Vest
21.09,45.71,Sanmihaiu Roman,Timis,TM,1581,Vest
21.03,45.76,Beregsau Mare,Timis,TM,1571,Vest
22.02,45.61,Gavojdia,Timis,TM,1571,Vest
21.22,45.6,Padureni,Timis,TM,1566,Vest
21.49,45.52,Tormac,Timis,TM,1545,Vest
21.77,45.75,Belint,Timis,TM,1495,Vest
20.8,45.87,Lenauheim,Timis,TM,1486,Vest
21.06,46.01,Gelu,Timis,TM,1483,Vest
21.55,45.66,Bacova,Timis,TM,1424,Vest
21.14,45.63,Parta,Timis,TM,1420,Vest
21.77,45.64,Darova,Timis,TM,1415,Vest
21.41,45.26,Jamu Mare,Timis,TM,1412,Vest
21.46,45.8,Izvin,Timis,TM,1396,Vest
21.3,45.8,Giarmata-Vii,Timis,TM,1371,Vest
20.4,46,Valcani,Timis,TM,1279,Vest
20.78,46.11,Igris,Timis,TM,1269,Vest
22.11,45.84,Rachita,Timis,TM,1229,Vest
21.73,45.59,Sacosu Mare,Timis,TM,1220,Vest
20.91,45.66,Uivar,Timis,TM,1212,Vest
22.07,45.83,Manastiur,Timis,TM,1210,Vest
21.33,45.74,Mosnita Veche,Timis,TM,1199,Vest
21.62,45.78,Topolovatu Mare,Timis,TM,1190,Vest
20.88,45.5,Foeni,Timis,TM,1175,Vest
21.34,45.91,Pischia,Timis,TM,1166,Vest
21.33,45.72,Mosnita Noua,Timis,TM,1146,Vest
22.31,45.77,Colonia Fabricii,Timis,TM,1133,Vest
21.49,45.67,Cheveresu Mare,Timis,TM,1131,Vest
21.06,45.39,Livezile,Timis,TM,1128,Vest
21.38,45.78,Remetea Mare,Timis,TM,1124,Vest
20.92,45.82,Iecea Mica,Timis,TM,1113,Vest
21.09,45.91,Hodoni,Timis,TM,1108,Vest
21.54,45.58,Nitchidorf,Timis,TM,1105,Vest
21.31,45.69,Urseni,Timis,TM,1105,Vest
21.27,45.26,Moravita,Timis,TM,1104,Vest
20.99,45.55,Giulvaz,Timis,TM,1082,Vest
21.38,45.76,Bucovat,Timis,TM,1058,Vest
21.43,45.44,Sculia,Timis,TM,1048,Vest
21.34,45.43,Birda,Timis,TM,1032,Vest
22.27,45.86,Margina,Timis,TM,1031,Vest
20.3,46.13,Beba Veche,Timis,TM,1018,Vest
20.56,45.97,Nerau,Timis,TM,1018,Vest
20.96,45.61,Sanmartinu Sarbesc,Timis,TM,968,Vest
21.49,46.04,Alios,Timis,TM,960,Vest
21.01,45.65,Dinias,Timis,TM,959,Vest
22.12,45.82,Dumbrava,Timis,TM,955,Vest
21.73,45.75,Chizatau,Timis,TM,941,Vest
21.64,45.7,Racovita,Timis,TM,937,Vest
21.61,45.61,Silagiu,Timis,TM,935,Vest
21.26,45.84,Cerneteaz,Timis,TM,934,Vest
20.95,45.74,Bobda,Timis,TM,931,Vest
20.67,45.85,Comlosu Mic,Timis,TM,928,Vest
21.25,45.28,Stamora Germana,Timis,TM,913,Vest
21.5,45.74,Bazos,Timis,TM,912,Vest
21.6,45.71,Hitias,Timis,TM,902,Vest
21.4,45.51,Sipet,Timis,TM,856,Vest
21.43,45.88,Bencecu de Sus,Timis,TM,848,Vest
21.74,45.72,Ohaba-Forgaci,Timis,TM,839,Vest
21.42,45.84,Ianova,Timis,TM,837,Vest
21.46,46,Masloc,Timis,TM,836,Vest
22,45.66,Maguri,Timis,TM,825,Vest
20.85,45.61,Otelec,Timis,TM,823,Vest
20.86,45.57,Iohanisfeld,Timis,TM,814,Vest
21.47,45.28,Clopodia,Timis,TM,796,Vest
22.31,45.83,Curtea,Timis,TM,796,Vest
20.98,45.75,Beregsau Mic,Timis,TM,788,Vest
21.96,45.84,Bethausen,Timis,TM,763,Vest
21.07,45.55,Cebza,Timis,TM,760,Vest
22.07,45.63,Criciova,Timis,TM,755,Vest
21.85,45.76,Tipari,Timis,TM,752,Vest
21.96,45.67,Lugojel,Timis,TM,719,Vest
21.43,45.66,Sacosu Turcesc,Timis,TM,701,Vest
21.11,45.54,Petroman,Timis,TM,697,Vest
20.86,45.63,Pustinis,Timis,TM,695,Vest
21.15,45.95,Calacea,Timis,TM,690,Vest
21.78,45.7,Boldur,Timis,TM,678,Vest
20.99,45.41,Giera,Timis,TM,678,Vest
22.16,45.74,Fardea,Timis,TM,669,Vest
21.03,45.71,Sanmihaiu German,Timis,TM,658,Vest
21.36,45.68,Uliuc,Timis,TM,658,Vest
22.31,45.81,Romanesti,Timis,TM,656,Vest
21.01,45.5,Rudna,Timis,TM,656,Vest
21.85,45.62,Petroasa Mare,Timis,TM,652,Vest
22.11,45.62,Jdioara,Timis,TM,647,Vest
21.98,45.57,Stiuca,Timis,TM,640,Vest
21.27,45.41,Opatita,Timis,TM,632,Vest
22.15,45.79,Bucovat,Timis,TM,615,Vest
22.22,45.87,Temeresti,Timis,TM,614,Vest
21.86,45.81,Balint,Timis,TM,609,Vest
22.14,45.86,Bichigi,Timis,TM,603,Vest
21.23,45.83,Covaci,Timis,TM,596,Vest
21.32,45.98,Seceani,Timis,TM,595,Vest
21.72,45.67,Sinersig,Timis,TM,591,Vest
21.28,45.35,Brestea,Timis,TM,589,Vest
21.1,45.97,Barateaz,Timis,TM,584,Vest
21.67,45.77,Ictar-Budinti,Timis,TM,580,Vest
20.45,46.11,Cheglevici,Timis,TM,577,Vest
21.5,45.32,Ferendia,Timis,TM,577,Vest
21.32,45.4,Sangeorge,Timis,TM,576,Vest
22.25,45.81,Branesti,Timis,TM,562,Vest
21.86,45.65,Herendesti,Timis,TM,551,Vest
21.68,45.78,Iosifalau,Timis,TM,548,Vest
21.04,46.03,Sanpetru Mic,Timis,TM,546,Vest
22.08,45.6,Jena,Timis,TM,542,Vest
20.94,45.57,Ivanda,Timis,TM,539,Vest
